uf,municipio,data_referencia,ano,mes,total_violencia_grave,homicidio_doloso,latrocinio,tentativa_homicidio,lesao_corporal_seguida_morte,feminicidio,municipio_normalizado,ano_populacao,codigo_ibge,populacao,meses_historico,maximo_12m_ate_data_consulta,soma_violencia_grave_proximos_6m,meses_com_violencia_grave_proximos_6m,taxa_violencia_grave_proximos_6m_100k,data_fim_horizonte,alerta_taxa_violencia_grave_proximos_6m
RS,SAO PAULO DAS MISSOES,2022-03-01,2022,3,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,87,1.0,0.0,0,0.0,2022-09-01,0
RS,SAO PAULO DAS MISSOES,2022-04-01,2022,4,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,88,1.0,5.0,1,88.43296781039972,2022-10-01,0
RS,SAO PAULO DAS MISSOES,2022-05-01,2022,5,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,89,1.0,5.0,1,88.43296781039972,2022-11-01,0
RS,SAO PAULO DAS MISSOES,2022-06-01,2022,6,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,90,0.0,5.0,1,88.43296781039972,2022-12-01,0
RS,SAO PAULO DAS MISSOES,2022-07-01,2022,7,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,91,0.0,5.0,1,88.43296781039972,2023-01-01,0
RS,SAO PAULO DAS MISSOES,2022-08-01,2022,8,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,92,0.0,5.0,1,88.43296781039972,2023-02-01,0
RS,SAO PAULO DAS MISSOES,2022-09-01,2022,9,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,93,0.0,7.0,2,123.8061549345596,2023-03-01,1
RS,SAO PAULO DAS MISSOES,2022-10-01,2022,10,5,0,0,5,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,94,5.0,2.0,1,35.373187124159884,2023-04-01,0
RS,SAO PAULO DAS MISSOES,2022-11-01,2022,11,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,95,5.0,2.0,1,35.373187124159884,2023-05-01,0
RS,SAO PAULO DAS MISSOES,2022-12-01,2022,12,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,96,5.0,2.0,1,35.373187124159884,2023-06-01,0
RS,SAO PAULO DAS MISSOES,2023-01-01,2023,1,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,97,5.0,2.0,1,35.373187124159884,2023-07-01,0
RS,SAO PAULO DAS MISSOES,2023-02-01,2023,2,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,98,5.0,2.0,1,35.373187124159884,2023-08-01,0
RS,SAO PAULO DAS MISSOES,2023-03-01,2023,3,2,0,0,2,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,99,5.0,0.0,0,0.0,2023-09-01,0
RS,SAO PAULO DAS MISSOES,2023-04-01,2023,4,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,100,5.0,0.0,0,0.0,2023-10-01,0
RS,SAO PAULO DAS MISSOES,2023-05-01,2023,5,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,101,5.0,0.0,0,0.0,2023-11-01,0
RS,SAO PAULO DAS MISSOES,2023-06-01,2023,6,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,102,5.0,0.0,0,0.0,2023-12-01,0
RS,SAO PAULO DAS MISSOES,2023-07-01,2023,7,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,103,5.0,0.0,0,0.0,2024-01-01,0
RS,SAO PAULO DAS MISSOES,2023-08-01,2023,8,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,104,5.0,0.0,0,0.0,2024-02-01,0
RS,SAO PAULO DAS MISSOES,2023-09-01,2023,9,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,105,5.0,0.0,0,0.0,2024-03-01,0
RS,SAO PAULO DAS MISSOES,2023-10-01,2023,10,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,106,2.0,0.0,0,0.0,2024-04-01,0
RS,SAO PAULO DAS MISSOES,2023-11-01,2023,11,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,107,2.0,0.0,0,0.0,2024-05-01,0
RS,SAO PAULO DAS MISSOES,2023-12-01,2023,12,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,108,2.0,0.0,0,0.0,2024-06-01,0
RS,SAO PAULO DAS MISSOES,2024-01-01,2024,1,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,109,2.0,0.0,0,0.0,2024-07-01,0
RS,SAO PAULO DAS MISSOES,2024-02-01,2024,2,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,110,2.0,0.0,0,0.0,2024-08-01,0
RS,SAO PAULO DAS MISSOES,2024-03-01,2024,3,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,111,0.0,0.0,0,0.0,2024-09-01,0
RS,SAO PAULO DAS MISSOES,2024-04-01,2024,4,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,112,0.0,0.0,0,0.0,2024-10-01,0
RS,SAO PAULO DAS MISSOES,2024-05-01,2024,5,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,113,0.0,0.0,0,0.0,2024-11-01,0
RS,SAO PAULO DAS MISSOES,2024-06-01,2024,6,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,114,0.0,0.0,0,0.0,2024-12-01,0
RS,SAO PAULO DAS MISSOES,2024-07-01,2024,7,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,115,0.0,0.0,0,0.0,2025-01-01,0
RS,SAO PAULO DAS MISSOES,2024-08-01,2024,8,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,116,0.0,0.0,0,0.0,2025-02-01,0
RS,SAO PAULO DAS MISSOES,2024-09-01,2024,9,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,117,0.0,0.0,0,0.0,2025-03-01,0
RS,SAO PAULO DAS MISSOES,2024-10-01,2024,10,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,118,0.0,0.0,0,0.0,2025-04-01,0
RS,SAO PAULO DAS MISSOES,2024-11-01,2024,11,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,119,0.0,0.0,0,0.0,2025-05-01,0
RS,SAO PAULO DAS MISSOES,2024-12-01,2024,12,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,120,0.0,0.0,0,0.0,2025-06-01,0
RS,SAO PAULO DAS MISSOES,2025-01-01,2025,1,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,121,0.0,0.0,0,0.0,2025-07-01,0
RS,SAO PAULO DAS MISSOES,2025-02-01,2025,2,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,122,0.0,0.0,0,0.0,2025-08-01,0
RS,SAO PAULO DAS MISSOES,2025-03-01,2025,3,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,123,0.0,0.0,0,0.0,2025-09-01,0
RS,SAO PAULO DAS MISSOES,2025-04-01,2025,4,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,124,0.0,0.0,0,0.0,2025-10-01,0
RS,SAO PAULO DAS MISSOES,2025-05-01,2025,5,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,125,0.0,0.0,0,0.0,2025-11-01,0
RS,SAO PAULO DAS MISSOES,2025-06-01,2025,6,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,126,0.0,0.0,0,0.0,2025-12-01,0
RS,SAO PAULO DAS MISSOES,2025-07-01,2025,7,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,127,0.0,,0,,2026-01-01,
RS,SAO PAULO DAS MISSOES,2025-08-01,2025,8,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,128,0.0,,0,,2026-02-01,
RS,SAO PAULO DAS MISSOES,2025-09-01,2025,9,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,129,0.0,,0,,2026-03-01,
RS,SAO PAULO DAS MISSOES,2025-10-01,2025,10,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,130,0.0,,0,,2026-04-01,
RS,SAO PAULO DAS MISSOES,2025-11-01,2025,11,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,131,0.0,,0,,2026-05-01,
RS,SAO PAULO DAS MISSOES,2025-12-01,2025,12,0,0,0,0,0,0,SAO PAULO DAS MISSOES,2021,4319307,5654,132,0.0,,0,,2026-06-01,
RS,SAO PEDRO DA SERRA,2015-01-01,2015,1,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,1,,0.0,0,0.0,2015-07-01,
RS,SAO PEDRO DA SERRA,2015-02-01,2015,2,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,2,,0.0,0,0.0,2015-08-01,
RS,SAO PEDRO DA SERRA,2015-03-01,2015,3,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,3,,0.0,0,0.0,2015-09-01,
RS,SAO PEDRO DA SERRA,2015-04-01,2015,4,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,4,,0.0,0,0.0,2015-10-01,
RS,SAO PEDRO DA SERRA,2015-05-01,2015,5,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,5,,0.0,0,0.0,2015-11-01,
RS,SAO PEDRO DA SERRA,2015-06-01,2015,6,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,6,,0.0,0,0.0,2015-12-01,
RS,SAO PEDRO DA SERRA,2015-07-01,2015,7,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,7,,0.0,0,0.0,2016-01-01,
RS,SAO PEDRO DA SERRA,2015-08-01,2015,8,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,8,,0.0,0,0.0,2016-02-01,
RS,SAO PEDRO DA SERRA,2015-09-01,2015,9,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,9,,0.0,0,0.0,2016-03-01,
RS,SAO PEDRO DA SERRA,2015-10-01,2015,10,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,10,,0.0,0,0.0,2016-04-01,
RS,SAO PEDRO DA SERRA,2015-11-01,2015,11,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,11,,0.0,0,0.0,2016-05-01,
RS,SAO PEDRO DA SERRA,2015-12-01,2015,12,0,0,0,0,0,0,SAO PEDRO DA SERRA,2014,4319356,3554,12,0.0,0.0,0,0.0,2016-06-01,0
RS,SAO PEDRO DA SERRA,2016-01-01,2016,1,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,13,0.0,0.0,0,0.0,2016-07-01,0
RS,SAO PEDRO DA SERRA,2016-02-01,2016,2,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,14,0.0,0.0,0,0.0,2016-08-01,0
RS,SAO PEDRO DA SERRA,2016-03-01,2016,3,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,15,0.0,0.0,0,0.0,2016-09-01,0
RS,SAO PEDRO DA SERRA,2016-04-01,2016,4,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,16,0.0,0.0,0,0.0,2016-10-01,0
RS,SAO PEDRO DA SERRA,2016-05-01,2016,5,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,17,0.0,0.0,0,0.0,2016-11-01,0
RS,SAO PEDRO DA SERRA,2016-06-01,2016,6,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,18,0.0,0.0,0,0.0,2016-12-01,0
RS,SAO PEDRO DA SERRA,2016-07-01,2016,7,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,19,0.0,0.0,0,0.0,2017-01-01,0
RS,SAO PEDRO DA SERRA,2016-08-01,2016,8,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,20,0.0,0.0,0,0.0,2017-02-01,0
RS,SAO PEDRO DA SERRA,2016-09-01,2016,9,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,21,0.0,0.0,0,0.0,2017-03-01,0
RS,SAO PEDRO DA SERRA,2016-10-01,2016,10,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,22,0.0,0.0,0,0.0,2017-04-01,0
RS,SAO PEDRO DA SERRA,2016-11-01,2016,11,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,23,0.0,0.0,0,0.0,2017-05-01,0
RS,SAO PEDRO DA SERRA,2016-12-01,2016,12,0,0,0,0,0,0,SAO PEDRO DA SERRA,2015,4319356,3584,24,0.0,0.0,0,0.0,2017-06-01,0
RS,SAO PEDRO DA SERRA,2017-01-01,2017,1,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,25,0.0,0.0,0,0.0,2017-07-01,0
RS,SAO PEDRO DA SERRA,2017-02-01,2017,2,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,26,0.0,0.0,0,0.0,2017-08-01,0
RS,SAO PEDRO DA SERRA,2017-03-01,2017,3,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,27,0.0,0.0,0,0.0,2017-09-01,0
RS,SAO PEDRO DA SERRA,2017-04-01,2017,4,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,28,0.0,0.0,0,0.0,2017-10-01,0
RS,SAO PEDRO DA SERRA,2017-05-01,2017,5,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,29,0.0,0.0,0,0.0,2017-11-01,0
RS,SAO PEDRO DA SERRA,2017-06-01,2017,6,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,30,0.0,0.0,0,0.0,2017-12-01,0
RS,SAO PEDRO DA SERRA,2017-07-01,2017,7,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,31,0.0,0.0,0,0.0,2018-01-01,0
RS,SAO PEDRO DA SERRA,2017-08-01,2017,8,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,32,0.0,0.0,0,0.0,2018-02-01,0
RS,SAO PEDRO DA SERRA,2017-09-01,2017,9,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,33,0.0,0.0,0,0.0,2018-03-01,0
RS,SAO PEDRO DA SERRA,2017-10-01,2017,10,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,34,0.0,0.0,0,0.0,2018-04-01,0
RS,SAO PEDRO DA SERRA,2017-11-01,2017,11,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,35,0.0,0.0,0,0.0,2018-05-01,0
RS,SAO PEDRO DA SERRA,2017-12-01,2017,12,0,0,0,0,0,0,SAO PEDRO DA SERRA,2016,4319356,3612,36,0.0,0.0,0,0.0,2018-06-01,0
RS,SAO PEDRO DA SERRA,2018-01-01,2018,1,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,37,0.0,0.0,0,0.0,2018-07-01,0
RS,SAO PEDRO DA SERRA,2018-02-01,2018,2,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,38,0.0,0.0,0,0.0,2018-08-01,0
RS,SAO PEDRO DA SERRA,2018-03-01,2018,3,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,39,0.0,0.0,0,0.0,2018-09-01,0
RS,SAO PEDRO DA SERRA,2018-04-01,2018,4,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,40,0.0,0.0,0,0.0,2018-10-01,0
RS,SAO PEDRO DA SERRA,2018-05-01,2018,5,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,41,0.0,0.0,0,0.0,2018-11-01,0
RS,SAO PEDRO DA SERRA,2018-06-01,2018,6,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,42,0.0,0.0,0,0.0,2018-12-01,0
RS,SAO PEDRO DA SERRA,2018-07-01,2018,7,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,43,0.0,0.0,0,0.0,2019-01-01,0
RS,SAO PEDRO DA SERRA,2018-08-01,2018,8,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,44,0.0,0.0,0,0.0,2019-02-01,0
RS,SAO PEDRO DA SERRA,2018-09-01,2018,9,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,45,0.0,0.0,0,0.0,2019-03-01,0
RS,SAO PEDRO DA SERRA,2018-10-01,2018,10,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,46,0.0,0.0,0,0.0,2019-04-01,0
RS,SAO PEDRO DA SERRA,2018-11-01,2018,11,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,47,0.0,0.0,0,0.0,2019-05-01,0
RS,SAO PEDRO DA SERRA,2018-12-01,2018,12,0,0,0,0,0,0,SAO PEDRO DA SERRA,2017,4319356,3639,48,0.0,0.0,0,0.0,2019-06-01,0
RS,SAO PEDRO DA SERRA,2019-01-01,2019,1,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,49,0.0,0.0,0,0.0,2019-07-01,0
RS,SAO PEDRO DA SERRA,2019-02-01,2019,2,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,50,0.0,0.0,0,0.0,2019-08-01,0
RS,SAO PEDRO DA SERRA,2019-03-01,2019,3,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,51,0.0,0.0,0,0.0,2019-09-01,0
RS,SAO PEDRO DA SERRA,2019-04-01,2019,4,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,52,0.0,0.0,0,0.0,2019-10-01,0
RS,SAO PEDRO DA SERRA,2019-05-01,2019,5,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,53,0.0,0.0,0,0.0,2019-11-01,0
RS,SAO PEDRO DA SERRA,2019-06-01,2019,6,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,54,0.0,0.0,0,0.0,2019-12-01,0
RS,SAO PEDRO DA SERRA,2019-07-01,2019,7,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,55,0.0,0.0,0,0.0,2020-01-01,0
RS,SAO PEDRO DA SERRA,2019-08-01,2019,8,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,56,0.0,0.0,0,0.0,2020-02-01,0
RS,SAO PEDRO DA SERRA,2019-09-01,2019,9,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,57,0.0,0.0,0,0.0,2020-03-01,0
RS,SAO PEDRO DA SERRA,2019-10-01,2019,10,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,58,0.0,0.0,0,0.0,2020-04-01,0
RS,SAO PEDRO DA SERRA,2019-11-01,2019,11,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,59,0.0,0.0,0,0.0,2020-05-01,0
RS,SAO PEDRO DA SERRA,2019-12-01,2019,12,0,0,0,0,0,0,SAO PEDRO DA SERRA,2018,4319356,3758,60,0.0,0.0,0,0.0,2020-06-01,0
RS,SAO PEDRO DA SERRA,2020-01-01,2020,1,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,61,0.0,0.0,0,0.0,2020-07-01,0
RS,SAO PEDRO DA SERRA,2020-02-01,2020,2,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,62,0.0,0.0,0,0.0,2020-08-01,0
RS,SAO PEDRO DA SERRA,2020-03-01,2020,3,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,63,0.0,0.0,0,0.0,2020-09-01,0
RS,SAO PEDRO DA SERRA,2020-04-01,2020,4,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,64,0.0,0.0,0,0.0,2020-10-01,0
RS,SAO PEDRO DA SERRA,2020-05-01,2020,5,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,65,0.0,0.0,0,0.0,2020-11-01,0
RS,SAO PEDRO DA SERRA,2020-06-01,2020,6,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,66,0.0,0.0,0,0.0,2020-12-01,0
RS,SAO PEDRO DA SERRA,2020-07-01,2020,7,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,67,0.0,0.0,0,0.0,2021-01-01,0
RS,SAO PEDRO DA SERRA,2020-08-01,2020,8,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,68,0.0,0.0,0,0.0,2021-02-01,0
RS,SAO PEDRO DA SERRA,2020-09-01,2020,9,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,69,0.0,0.0,0,0.0,2021-03-01,0
RS,SAO PEDRO DA SERRA,2020-10-01,2020,10,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,70,0.0,0.0,0,0.0,2021-04-01,0
RS,SAO PEDRO DA SERRA,2020-11-01,2020,11,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,71,0.0,0.0,0,0.0,2021-05-01,0
RS,SAO PEDRO DA SERRA,2020-12-01,2020,12,0,0,0,0,0,0,SAO PEDRO DA SERRA,2019,4319356,3801,72,0.0,0.0,0,0.0,2021-06-01,0
RS,SAO PEDRO DA SERRA,2021-01-01,2021,1,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,73,0.0,0.0,0,0.0,2021-07-01,0
RS,SAO PEDRO DA SERRA,2021-02-01,2021,2,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,74,0.0,0.0,0,0.0,2021-08-01,0
RS,SAO PEDRO DA SERRA,2021-03-01,2021,3,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,75,0.0,0.0,0,0.0,2021-09-01,0
RS,SAO PEDRO DA SERRA,2021-04-01,2021,4,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,76,0.0,0.0,0,0.0,2021-10-01,0
RS,SAO PEDRO DA SERRA,2021-05-01,2021,5,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,77,0.0,0.0,0,0.0,2021-11-01,0
RS,SAO PEDRO DA SERRA,2021-06-01,2021,6,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,78,0.0,0.0,0,0.0,2021-12-01,0
RS,SAO PEDRO DA SERRA,2021-07-01,2021,7,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,79,0.0,0.0,0,0.0,2022-01-01,0
RS,SAO PEDRO DA SERRA,2021-08-01,2021,8,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,80,0.0,0.0,0,0.0,2022-02-01,0
RS,SAO PEDRO DA SERRA,2021-09-01,2021,9,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,81,0.0,0.0,0,0.0,2022-03-01,0
RS,SAO PEDRO DA SERRA,2021-10-01,2021,10,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,82,0.0,0.0,0,0.0,2022-04-01,0
RS,SAO PEDRO DA SERRA,2021-11-01,2021,11,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,83,0.0,0.0,0,0.0,2022-05-01,0
RS,SAO PEDRO DA SERRA,2021-12-01,2021,12,0,0,0,0,0,0,SAO PEDRO DA SERRA,2020,4319356,3842,84,0.0,0.0,0,0.0,2022-06-01,0
RS,SAO PEDRO DA SERRA,2022-01-01,2022,1,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,85,0.0,0.0,0,0.0,2022-07-01,0
RS,SAO PEDRO DA SERRA,2022-02-01,2022,2,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,86,0.0,0.0,0,0.0,2022-08-01,0
RS,SAO PEDRO DA SERRA,2022-03-01,2022,3,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,87,0.0,0.0,0,0.0,2022-09-01,0
RS,SAO PEDRO DA SERRA,2022-04-01,2022,4,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,88,0.0,0.0,0,0.0,2022-10-01,0
RS,SAO PEDRO DA SERRA,2022-05-01,2022,5,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,89,0.0,0.0,0,0.0,2022-11-01,0
RS,SAO PEDRO DA SERRA,2022-06-01,2022,6,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,90,0.0,0.0,0,0.0,2022-12-01,0
RS,SAO PEDRO DA SERRA,2022-07-01,2022,7,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,91,0.0,0.0,0,0.0,2023-01-01,0
RS,SAO PEDRO DA SERRA,2022-08-01,2022,8,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,92,0.0,0.0,0,0.0,2023-02-01,0
RS,SAO PEDRO DA SERRA,2022-09-01,2022,9,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,93,0.0,1.0,1,25.76655501159495,2023-03-01,0
RS,SAO PEDRO DA SERRA,2022-10-01,2022,10,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,94,0.0,1.0,1,25.76655501159495,2023-04-01,0
RS,SAO PEDRO DA SERRA,2022-11-01,2022,11,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,95,0.0,1.0,1,25.76655501159495,2023-05-01,0
RS,SAO PEDRO DA SERRA,2022-12-01,2022,12,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,96,0.0,1.0,1,25.76655501159495,2023-06-01,0
RS,SAO PEDRO DA SERRA,2023-01-01,2023,1,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,97,0.0,1.0,1,25.76655501159495,2023-07-01,0
RS,SAO PEDRO DA SERRA,2023-02-01,2023,2,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,98,0.0,1.0,1,25.76655501159495,2023-08-01,0
RS,SAO PEDRO DA SERRA,2023-03-01,2023,3,1,0,0,1,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,99,1.0,0.0,0,0.0,2023-09-01,0
RS,SAO PEDRO DA SERRA,2023-04-01,2023,4,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,100,1.0,0.0,0,0.0,2023-10-01,0
RS,SAO PEDRO DA SERRA,2023-05-01,2023,5,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,101,1.0,0.0,0,0.0,2023-11-01,0
RS,SAO PEDRO DA SERRA,2023-06-01,2023,6,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,102,1.0,0.0,0,0.0,2023-12-01,0
RS,SAO PEDRO DA SERRA,2023-07-01,2023,7,0,0,0,0,0,0,SAO PEDRO DA SERRA,2021,4319356,3881,103,1.0,0.0,0,0.0,2024-01-01,0
