uf,municipio,data_referencia,total_violencia_grave,maximo_12m_ate_data_consulta,maximo_real_proximos_6m,data_fim_horizonte,alerta_violencia_grave_proximos_6m,probabilidade_alerta,alerta_previsto
RS,ITAPUCA,2024-12-01,0,0.0,1.0,2025-06-01,1,0.23158439160260583,1
RS,ITAPUCA,2025-01-01,1,1.0,0.0,2025-07-01,0,0.10080221665330445,0
RS,ITAPUCA,2025-02-01,0,1.0,0.0,2025-08-01,0,0.09008966876697613,0
RS,ITAPUCA,2025-03-01,0,1.0,0.0,2025-09-01,0,0.07717407998017455,0
RS,ITAPUCA,2025-04-01,0,1.0,0.0,2025-10-01,0,0.07538083700232216,0
RS,ITAPUCA,2025-05-01,0,1.0,0.0,2025-11-01,0,0.07348736260685058,0
RS,ITAPUCA,2025-06-01,0,1.0,0.0,2025-12-01,0,0.07361010657081696,0
RS,ITAQUI,2024-07-01,0,7.0,3.0,2025-01-01,0,0.04377005412974154,0
RS,ITAQUI,2024-08-01,0,7.0,3.0,2025-02-01,0,0.03333513261663739,0
RS,ITAQUI,2024-09-01,3,7.0,2.0,2025-03-01,0,0.10643786122456829,0
RS,ITAQUI,2024-10-01,2,7.0,3.0,2025-04-01,0,0.053732612873454724,0
RS,ITAQUI,2024-11-01,0,7.0,3.0,2025-05-01,0,0.05717234257927211,0
RS,ITAQUI,2024-12-01,1,7.0,3.0,2025-06-01,0,0.043631522122139055,0
RS,ITAQUI,2025-01-01,2,3.0,3.0,2025-07-01,0,0.32043561207144033,1
RS,ITAQUI,2025-02-01,0,3.0,3.0,2025-08-01,0,0.24913124621991142,1
RS,ITAQUI,2025-03-01,1,3.0,3.0,2025-09-01,0,0.24823837449604008,1
RS,ITAQUI,2025-04-01,3,3.0,3.0,2025-10-01,0,0.2807574902658849,1
RS,ITAQUI,2025-05-01,1,3.0,3.0,2025-11-01,0,0.29739072057589727,1
RS,ITAQUI,2025-06-01,1,3.0,3.0,2025-12-01,0,0.3614468950617502,1
RS,ITATI,2024-07-01,0,0.0,0.0,2025-01-01,0,0.23331054088227268,1
RS,ITATI,2024-08-01,0,0.0,0.0,2025-02-01,0,0.2370248302240813,1
RS,ITATI,2024-09-01,0,0.0,0.0,2025-03-01,0,0.2370248302240813,1
RS,ITATI,2024-10-01,0,0.0,0.0,2025-04-01,0,0.2370248302240813,1
RS,ITATI,2024-11-01,0,0.0,0.0,2025-05-01,0,0.2370248302240813,1
RS,ITATI,2024-12-01,0,0.0,0.0,2025-06-01,0,0.23158439160260583,1
RS,ITATI,2025-01-01,0,0.0,0.0,2025-07-01,0,0.21760470211070201,1
RS,ITATI,2025-02-01,0,0.0,0.0,2025-08-01,0,0.21670457368681603,1
RS,ITATI,2025-03-01,0,0.0,0.0,2025-09-01,0,0.21670457368681603,1
RS,ITATI,2025-04-01,0,0.0,0.0,2025-10-01,0,0.21670457368681603,1
RS,ITATI,2025-05-01,0,0.0,0.0,2025-11-01,0,0.21760470211070201,1
RS,ITATI,2025-06-01,0,0.0,0.0,2025-12-01,0,0.2202937649216873,1
RS,ITATIBA DO SUL,2024-07-01,0,0.0,1.0,2025-01-01,1,0.23331054088227268,1
RS,ITATIBA DO SUL,2024-08-01,0,0.0,1.0,2025-02-01,1,0.2370248302240813,1
RS,ITATIBA DO SUL,2024-09-01,0,0.0,1.0,2025-03-01,1,0.2370248302240813,1
RS,ITATIBA DO SUL,2024-10-01,0,0.0,1.0,2025-04-01,1,0.2370248302240813,1
RS,ITATIBA DO SUL,2024-11-01,0,0.0,1.0,2025-05-01,1,0.2370248302240813,1
RS,ITATIBA DO SUL,2024-12-01,1,1.0,0.0,2025-06-01,0,0.09990850383589288,0
RS,ITATIBA DO SUL,2025-01-01,0,1.0,0.0,2025-07-01,0,0.09052465557564533,0
RS,ITATIBA DO SUL,2025-02-01,0,1.0,0.0,2025-08-01,0,0.07717407998017455,0
RS,ITATIBA DO SUL,2025-03-01,0,1.0,0.0,2025-09-01,0,0.07538083700232216,0
RS,ITATIBA DO SUL,2025-04-01,0,1.0,0.0,2025-10-01,0,0.07312766032513271,0
RS,ITATIBA DO SUL,2025-05-01,0,1.0,0.0,2025-11-01,0,0.07348736260685058,0
RS,ITATIBA DO SUL,2025-06-01,0,1.0,0.0,2025-12-01,0,0.07417179562373635,0
RS,IVORA,2024-07-01,0,1.0,0.0,2025-01-01,0,0.08268342733411758,0
RS,IVORA,2024-08-01,0,1.0,0.0,2025-02-01,0,0.08426329263532753,0
RS,IVORA,2024-09-01,0,0.0,0.0,2025-03-01,0,0.3103959093090606,1
RS,IVORA,2024-10-01,0,0.0,0.0,2025-04-01,0,0.2370248302240813,1
RS,IVORA,2024-11-01,0,0.0,0.0,2025-05-01,0,0.2370248302240813,1
RS,IVORA,2024-12-01,0,0.0,0.0,2025-06-01,0,0.23158439160260583,1
RS,IVORA,2025-01-01,0,0.0,0.0,2025-07-01,0,0.21760470211070201,1
RS,IVORA,2025-02-01,0,0.0,0.0,2025-08-01,0,0.21670457368681603,1
RS,IVORA,2025-03-01,0,0.0,0.0,2025-09-01,0,0.21670457368681603,1
RS,IVORA,2025-04-01,0,0.0,0.0,2025-10-01,0,0.21670457368681603,1
RS,IVORA,2025-05-01,0,0.0,0.0,2025-11-01,0,0.21760470211070201,1
RS,IVORA,2025-06-01,0,0.0,0.0,2025-12-01,0,0.2202937649216873,1
RS,IVOTI,2024-07-01,0,0.0,1.0,2025-01-01,1,0.23331054088227268,1
RS,IVOTI,2024-08-01,0,0.0,1.0,2025-02-01,1,0.2370248302240813,1
RS,IVOTI,2024-09-01,0,0.0,1.0,2025-03-01,1,0.2370248302240813,1
RS,IVOTI,2024-10-01,0,0.0,1.0,2025-04-01,1,0.2370248302240813,1
RS,IVOTI,2024-11-01,0,0.0,1.0,2025-05-01,1,0.2370248302240813,1
RS,IVOTI,2024-12-01,1,1.0,1.0,2025-06-01,0,0.09734731512874678,0
RS,IVOTI,2025-01-01,0,1.0,1.0,2025-07-01,0,0.08454606641655979,0
RS,IVOTI,2025-02-01,0,1.0,1.0,2025-08-01,0,0.07717407998017455,0
RS,IVOTI,2025-03-01,0,1.0,1.0,2025-09-01,0,0.07538083700232216,0
RS,IVOTI,2025-04-01,0,1.0,1.0,2025-10-01,0,0.07312766032513271,0
RS,IVOTI,2025-05-01,0,1.0,1.0,2025-11-01,0,0.07348736260685058,0
RS,IVOTI,2025-06-01,1,1.0,0.0,2025-12-01,0,0.14212620549125415,1
RS,JABOTICABA,2024-07-01,0,0.0,1.0,2025-01-01,1,0.23331054088227268,1
RS,JABOTICABA,2024-08-01,1,1.0,0.0,2025-02-01,0,0.10166707189733183,0
RS,JABOTICABA,2024-09-01,0,1.0,0.0,2025-03-01,0,0.09345368204291898,0
RS,JABOTICABA,2024-10-01,0,1.0,0.0,2025-04-01,0,0.08183915008991959,0
RS,JABOTICABA,2024-11-01,0,1.0,0.0,2025-05-01,0,0.08341628250174646,0
RS,JABOTICABA,2024-12-01,0,1.0,0.0,2025-06-01,0,0.07615797700739678,0
RS,JABOTICABA,2025-01-01,0,1.0,0.0,2025-07-01,0,0.07348736260685058,0
RS,JABOTICABA,2025-02-01,0,1.0,0.0,2025-08-01,0,0.07312766032513271,0
RS,JABOTICABA,2025-03-01,0,1.0,1.0,2025-09-01,0,0.07312766032513271,0
RS,JABOTICABA,2025-04-01,0,1.0,1.0,2025-10-01,0,0.07312766032513271,0
RS,JABOTICABA,2025-05-01,0,1.0,1.0,2025-11-01,0,0.07348736260685058,0
RS,JABOTICABA,2025-06-01,0,1.0,1.0,2025-12-01,0,0.07361010657081696,0
RS,JACUIZINHO,2024-07-01,0,0.0,0.0,2025-01-01,0,0.23331054088227268,1
RS,JACUIZINHO,2024-08-01,0,0.0,0.0,2025-02-01,0,0.2370248302240813,1
RS,JACUIZINHO,2024-09-01,0,0.0,0.0,2025-03-01,0,0.2370248302240813,1
RS,JACUIZINHO,2024-10-01,0,0.0,0.0,2025-04-01,0,0.2370248302240813,1
RS,JACUIZINHO,2024-11-01,0,0.0,0.0,2025-05-01,0,0.2370248302240813,1
RS,JACUIZINHO,2024-12-01,0,0.0,0.0,2025-06-01,0,0.23158439160260583,1
RS,JACUIZINHO,2025-01-01,0,0.0,0.0,2025-07-01,0,0.21760470211070201,1
RS,JACUIZINHO,2025-02-01,0,0.0,0.0,2025-08-01,0,0.21670457368681603,1
RS,JACUIZINHO,2025-03-01,0,0.0,0.0,2025-09-01,0,0.21670457368681603,1
RS,JACUIZINHO,2025-04-01,0,0.0,0.0,2025-10-01,0,0.21670457368681603,1
RS,JACUIZINHO,2025-05-01,0,0.0,0.0,2025-11-01,0,0.21760470211070201,1
RS,JACUIZINHO,2025-06-01,0,0.0,0.0,2025-12-01,0,0.2202937649216873,1
RS,JACUTINGA,2024-07-01,0,1.0,0.0,2025-01-01,0,0.1326269555468173,1
RS,JACUTINGA,2024-08-01,0,1.0,0.0,2025-02-01,0,0.13502064886589923,1
RS,JACUTINGA,2024-09-01,0,1.0,0.0,2025-03-01,0,0.12515826755944623,1
RS,JACUTINGA,2024-10-01,0,1.0,0.0,2025-04-01,0,0.07888193945435999,0
RS,JACUTINGA,2024-11-01,0,0.0,0.0,2025-05-01,0,0.3103959093090606,1
RS,JACUTINGA,2024-12-01,0,0.0,0.0,2025-06-01,0,0.23158439160260583,1
RS,JACUTINGA,2025-01-01,0,0.0,0.0,2025-07-01,0,0.21760470211070201,1
RS,JACUTINGA,2025-02-01,0,0.0,0.0,2025-08-01,0,0.21670457368681603,1
RS,JACUTINGA,2025-03-01,0,0.0,1.0,2025-09-01,1,0.21670457368681603,1
RS,JACUTINGA,2025-04-01,0,0.0,1.0,2025-10-01,1,0.21670457368681603,1
RS,JACUTINGA,2025-05-01,0,0.0,1.0,2025-11-01,1,0.21760470211070201,1
RS,JACUTINGA,2025-06-01,0,0.0,1.0,2025-12-01,1,0.2202937649216873,1
RS,JAGUARAO,2024-07-01,0,9.0,1.0,2025-01-01,0,0.024580199210658047,0
RS,JAGUARAO,2024-08-01,1,9.0,1.0,2025-02-01,0,0.025625426063100008,0
RS,JAGUARAO,2024-09-01,0,9.0,1.0,2025-03-01,0,0.03158262621802096,0
RS,JAGUARAO,2024-10-01,0,9.0,2.0,2025-04-01,0,0.025625426063100008,0
RS,JAGUARAO,2024-11-01,1,9.0,2.0,2025-05-01,0,0.026936629900067937,0
RS,JAGUARAO,2024-12-01,0,1.0,3.0,2025-06-01,1,0.42152683745326985,1
RS,JAGUARAO,2025-01-01,1,1.0,3.0,2025-07-01,1,0.4691110888372624,1
RS,JAGUARAO,2025-02-01,0,1.0,3.0,2025-08-01,1,0.37689223686205403,1
RS,JAGUARAO,2025-03-01,0,1.0,3.0,2025-09-01,1,0.43506981481357815,1
RS,JAGUARAO,2025-04-01,2,2.0,3.0,2025-10-01,1,0.14512150776554394,1
RS,JAGUARAO,2025-05-01,0,2.0,3.0,2025-11-01,1,0.16373706569607438,1
RS,JAGUARAO,2025-06-01,3,3.0,2.0,2025-12-01,0,0.13736289663742599,1
RS,JAGUARI,2024-07-01,0,0.0,0.0,2025-01-01,0,0.23331054088227268,1
RS,JAGUARI,2024-08-01,0,0.0,0.0,2025-02-01,0,0.2370248302240813,1
RS,JAGUARI,2024-09-01,0,0.0,0.0,2025-03-01,0,0.2370248302240813,1
RS,JAGUARI,2024-10-01,0,0.0,0.0,2025-04-01,0,0.2370248302240813,1
RS,JAGUARI,2024-11-01,0,0.0,0.0,2025-05-01,0,0.2370248302240813,1
RS,JAGUARI,2024-12-01,0,0.0,0.0,2025-06-01,0,0.23158439160260583,1
RS,JAGUARI,2025-01-01,0,0.0,0.0,2025-07-01,0,0.21760470211070201,1
RS,JAGUARI,2025-02-01,0,0.0,0.0,2025-08-01,0,0.21670457368681603,1
RS,JAGUARI,2025-03-01,0,0.0,0.0,2025-09-01,0,0.21670457368681603,1
RS,JAGUARI,2025-04-01,0,0.0,1.0,2025-10-01,1,0.21670457368681603,1
RS,JAGUARI,2025-05-01,0,0.0,1.0,2025-11-01,1,0.21760470211070201,1
RS,JAGUARI,2025-06-01,0,0.0,1.0,2025-12-01,1,0.2202937649216873,1
RS,JAQUIRANA,2024-07-01,0,1.0,1.0,2025-01-01,0,0.23890149256873658,1
RS,JAQUIRANA,2024-08-01,0,1.0,1.0,2025-02-01,0,0.18857199285797682,1
RS,JAQUIRANA,2024-09-01,1,1.0,0.0,2025-03-01,0,0.2429314772829368,1
RS,JAQUIRANA,2024-10-01,0,1.0,0.0,2025-04-01,0,0.19862462545056503,1
RS,JAQUIRANA,2024-11-01,0,1.0,0.0,2025-05-01,0,0.19373089277280453,1
RS,JAQUIRANA,2024-12-01,0,1.0,0.0,2025-06-01,0,0.19119736686446837,1
RS,JAQUIRANA,2025-01-01,0,1.0,0.0,2025-07-01,0,0.11446731399627187,1
RS,JAQUIRANA,2025-02-01,0,1.0,0.0,2025-08-01,0,0.07312766032513271,0
RS,JAQUIRANA,2025-03-01,0,1.0,0.0,2025-09-01,0,0.07312766032513271,0
RS,JAQUIRANA,2025-04-01,0,1.0,0.0,2025-10-01,0,0.07312766032513271,0
RS,JAQUIRANA,2025-05-01,0,1.0,0.0,2025-11-01,0,0.07348736260685058,0
RS,JAQUIRANA,2025-06-01,0,1.0,0.0,2025-12-01,0,0.07361010657081696,0
RS,JARI,2024-07-01,0,1.0,1.0,2025-01-01,0,0.13357404578459578,1
RS,JARI,2024-08-01,0,1.0,2.0,2025-02-01,1,0.13502064886589923,1
RS,JARI,2024-09-01,0,1.0,2.0,2025-03-01,1,0.12515826755944623,1
RS,JARI,2024-10-01,0,1.0,2.0,2025-04-01,1,0.07888193945435999,0
RS,JARI,2024-11-01,1,1.0,2.0,2025-05-01,1,0.15953474884909943,1
RS,JARI,2024-12-01,0,1.0,2.0,2025-06-01,1,0.1410330843484355,1
RS,JARI,2025-01-01,0,1.0,2.0,2025-07-01,1,0.12230312804416947,1
RS,JARI,2025-02-01,2,2.0,0.0,2025-08-01,0,0.09674282032473128,0
RS,JARI,2025-03-01,0,2.0,0.0,2025-09-01,0,0.06555222377503162,0
RS,JARI,2025-04-01,0,2.0,0.0,2025-10-01,0,0.05574461386169704,0
RS,JARI,2025-05-01,0,2.0,0.0,2025-11-01,0,0.052992766842536385,0
RS,JARI,2025-06-01,0,2.0,0.0,2025-12-01,0,0.04884299139549039,0
RS,JOIA,2024-07-01,0,0.0,2.0,2025-01-01,1,0.23331054088227268,1
RS,JOIA,2024-08-01,0,0.0,3.0,2025-02-01,1,0.2370248302240813,1
RS,JOIA,2024-09-01,0,0.0,3.0,2025-03-01,1,0.2370248302240813,1
RS,JOIA,2024-10-01,2,2.0,3.0,2025-04-01,1,0.05772994285467542,0
RS,JOIA,2024-11-01,1,2.0,3.0,2025-05-01,1,0.10047998295905583,0
RS,JOIA,2024-12-01,0,2.0,3.0,2025-06-01,1,0.07519273811983183,0
RS,JOIA,2025-01-01,0,2.0,3.0,2025-07-01,1,0.06330528212804012,0
RS,JOIA,2025-02-01,3,3.0,0.0,2025-08-01,0,0.0811277304445448,0
RS,JOIA,2025-03-01,0,3.0,0.0,2025-09-01,0,0.046713636537065256,0
RS,JOIA,2025-04-01,0,3.0,0.0,2025-10-01,0,0.04081628714318094,0
RS,JOIA,2025-05-01,0,3.0,0.0,2025-11-01,0,0.040444665343017674,0
RS,JOIA,2025-06-01,0,3.0,0.0,2025-12-01,0,0.034716589734415756,0
RS,JULIO DE CASTILHOS,2024-07-01,0,2.0,0.0,2025-01-01,0,0.06543563171058174,0
RS,JULIO DE CASTILHOS,2024-08-01,0,2.0,0.0,2025-02-01,0,0.08743555117170361,0
RS,JULIO DE CASTILHOS,2024-09-01,0,2.0,1.0,2025-03-01,0,0.04766207865774174,0
RS,JULIO DE CASTILHOS,2024-10-01,0,2.0,1.0,2025-04-01,0,0.04766207865774174,0
RS,JULIO DE CASTILHOS,2024-11-01,0,1.0,1.0,2025-05-01,0,0.2852169812644962,1
RS,JULIO DE CASTILHOS,2024-12-01,0,0.0,1.0,2025-06-01,1,0.310560444419952,1
RS,JULIO DE CASTILHOS,2025-01-01,0,0.0,1.0,2025-07-01,1,0.21760470211070201,1
RS,JULIO DE CASTILHOS,2025-02-01,0,0.0,1.0,2025-08-01,1,0.21670457368681603,1
RS,JULIO DE CASTILHOS,2025-03-01,1,1.0,1.0,2025-09-01,0,0.10073450481782838,0
RS,JULIO DE CASTILHOS,2025-04-01,1,1.0,1.0,2025-10-01,0,0.15819359286826365,1
RS,JULIO DE CASTILHOS,2025-05-01,0,1.0,1.0,2025-11-01,0,0.14507081255105286,1
RS,JULIO DE CASTILHOS,2025-06-01,1,1.0,1.0,2025-12-01,0,0.18655208230255632,1
RS,LAGOA BONITA DO SUL,2024-07-01,0,0.0,0.0,2025-01-01,0,0.23331054088227268,1
RS,LAGOA BONITA DO SUL,2024-08-01,0,0.0,0.0,2025-02-01,0,0.2370248302240813,1
RS,LAGOA BONITA DO SUL,2024-09-01,0,0.0,0.0,2025-03-01,0,0.2370248302240813,1
RS,LAGOA BONITA DO SUL,2024-10-01,0,0.0,0.0,2025-04-01,0,0.2370248302240813,1
RS,LAGOA BONITA DO SUL,2024-11-01,0,0.0,0.0,2025-05-01,0,0.2370248302240813,1
RS,LAGOA BONITA DO SUL,2024-12-01,0,0.0,0.0,2025-06-01,0,0.23158439160260583,1
RS,LAGOA BONITA DO SUL,2025-01-01,0,0.0,0.0,2025-07-01,0,0.21760470211070201,1
RS,LAGOA BONITA DO SUL,2025-02-01,0,0.0,0.0,2025-08-01,0,0.21670457368681603,1
RS,LAGOA BONITA DO SUL,2025-03-01,0,0.0,0.0,2025-09-01,0,0.21670457368681603,1
RS,LAGOA BONITA DO SUL,2025-04-01,0,0.0,0.0,2025-10-01,0,0.21670457368681603,1
RS,LAGOA BONITA DO SUL,2025-05-01,0,0.0,0.0,2025-11-01,0,0.21760470211070201,1
RS,LAGOA BONITA DO SUL,2025-06-01,0,0.0,0.0,2025-12-01,0,0.2202937649216873,1
RS,LAGOA DOS TRES CANTOS,2024-07-01,0,0.0,0.0,2025-01-01,0,0.23331054088227268,1
RS,LAGOA DOS TRES CANTOS,2024-08-01,0,0.0,0.0,2025-02-01,0,0.2370248302240813,1
RS,LAGOA DOS TRES CANTOS,2024-09-01,0,0.0,0.0,2025-03-01,0,0.2370248302240813,1
RS,LAGOA DOS TRES CANTOS,2024-10-01,0,0.0,0.0,2025-04-01,0,0.2370248302240813,1
RS,LAGOA DOS TRES CANTOS,2024-11-01,0,0.0,0.0,2025-05-01,0,0.2370248302240813,1
RS,LAGOA DOS TRES CANTOS,2024-12-01,0,0.0,0.0,2025-06-01,0,0.23158439160260583,1
RS,LAGOA DOS TRES CANTOS,2025-01-01,0,0.0,0.0,2025-07-01,0,0.21760470211070201,1
RS,LAGOA DOS TRES CANTOS,2025-02-01,0,0.0,0.0,2025-08-01,0,0.21670457368681603,1
RS,LAGOA DOS TRES CANTOS,2025-03-01,0,0.0,0.0,2025-09-01,0,0.21670457368681603,1
RS,LAGOA DOS TRES CANTOS,2025-04-01,0,0.0,0.0,2025-10-01,0,0.21670457368681603,1
RS,LAGOA DOS TRES CANTOS,2025-05-01,0,0.0,0.0,2025-11-01,0,0.21760470211070201,1
RS,LAGOA DOS TRES CANTOS,2025-06-01,0,0.0,0.0,2025-12-01,0,0.2202937649216873,1
RS,LAGOA VERMELHA,2024-07-01,2,6.0,3.0,2025-01-01,0,0.14108295865594236,1
RS,LAGOA VERMELHA,2024-08-01,0,3.0,3.0,2025-02-01,0,0.5312607602853017,1
RS,LAGOA VERMELHA,2024-09-01,1,3.0,3.0,2025-03-01,0,0.47881698032443837,1
RS,LAGOA VERMELHA,2024-10-01,0,3.0,3.0,2025-04-01,0,0.34323427673195783,1
RS,LAGOA VERMELHA,2024-11-01,1,3.0,3.0,2025-05-01,0,0.41162588695510777,1
RS,LAGOA VERMELHA,2024-12-01,1,3.0,3.0,2025-06-01,0,0.5359771002887468,1
RS,LAGOA VERMELHA,2025-01-01,3,3.0,2.0,2025-07-01,0,0.3562856254316255,1
RS,LAGOA VERMELHA,2025-02-01,1,3.0,2.0,2025-08-01,0,0.3737382984668931,1
RS,LAGOA VERMELHA,2025-03-01,2,3.0,2.0,2025-09-01,0,0.32822835487515367,1
RS,LAGOA VERMELHA,2025-04-01,0,3.0,2.0,2025-10-01,0,0.27724790183380826,1
RS,LAGOA VERMELHA,2025-05-01,2,3.0,2.0,2025-11-01,0,0.2798175947976221,1
RS,LAGOA VERMELHA,2025-06-01,0,3.0,2.0,2025-12-01,0,0.2785717654819559,1
RS,LAGOAO,2024-07-01,0,2.0,0.0,2025-01-01,0,0.06711364507056114,0
RS,LAGOAO,2024-08-01,0,2.0,0.0,2025-02-01,0,0.06915144205687491,0
RS,LAGOAO,2024-09-01,0,2.0,0.0,2025-03-01,0,0.06915144205687491,0
RS,LAGOAO,2024-10-01,0,1.0,2.0,2025-04-01,1,0.24995772480877046,1
RS,LAGOAO,2024-11-01,0,1.0,2.0,2025-05-01,1,0.2067398017514225,1
RS,LAGOAO,2024-12-01,0,1.0,2.0,2025-06-01,1,0.14318604950971556,1
RS,LAGOAO,2025-01-01,0,0.0,2.0,2025-07-01,1,0.2958116436316302,1
RS,LAGOAO,2025-02-01,0,0.0,2.0,2025-08-01,1,0.21670457368681603,1
RS,LAGOAO,2025-03-01,0,0.0,2.0,2025-09-01,1,0.21670457368681603,1
RS,LAGOAO,2025-04-01,2,2.0,0.0,2025-10-01,0,0.06442114013920569,0
RS,LAGOAO,2025-05-01,0,2.0,0.0,2025-11-01,0,0.048129936665508015,0
RS,LAGOAO,2025-06-01,0,2.0,0.0,2025-12-01,0,0.04163487543141042,0
RS,LAJEADO,2024-07-01,2,6.0,2.0,2025-01-01,0,0.07860554168962343,0
RS,LAJEADO,2024-08-01,2,6.0,2.0,2025-02-01,0,0.07634339782592567,0
RS,LAJEADO,2024-09-01,1,6.0,2.0,2025-03-01,0,0.1137016525111172,1
RS,LAJEADO,2024-10-01,2,6.0,2.0,2025-04-01,0,0.17036787753238294,1
RS,LAJEADO,2024-11-01,2,6.0,2.0,2025-05-01,0,0.1749911572973016,1
RS,LAJEADO,2024-12-01,2,4.0,2.0,2025-06-01,0,0.5299591387675371,1
RS,LAJEADO,2025-01-01,2,3.0,2.0,2025-07-01,0,0.6670950416946616,1
RS,LAJEADO,2025-02-01,2,3.0,2.0,2025-08-01,0,0.5922133942362049,1
RS,LAJEADO,2025-03-01,1,3.0,2.0,2025-09-01,0,0.5463407075744382,1
RS,LAJEADO,2025-04-01,0,2.0,2.0,2025-10-01,0,0.6489725758172242,1
RS,LAJEADO,2025-05-01,2,2.0,2.0,2025-11-01,0,0.6364284382763021,1
RS,LAJEADO,2025-06-01,1,2.0,2.0,2025-12-01,0,0.6647819048514628,1
RS,LAJEADO DO BUGRE,2024-07-01,1,2.0,0.0,2025-01-01,0,0.10521620395186822,0
RS,LAJEADO DO BUGRE,2024-08-01,0,2.0,0.0,2025-02-01,0,0.07277764781656933,0
RS,LAJEADO DO BUGRE,2024-09-01,0,2.0,0.0,2025-03-01,0,0.057821955071214806,0
RS,LAJEADO DO BUGRE,2024-10-01,0,2.0,0.0,2025-04-01,0,0.05346820968452976,0
RS,LAJEADO DO BUGRE,2024-11-01,0,2.0,0.0,2025-05-01,0,0.048974116794605276,0
RS,LAJEADO DO BUGRE,2024-12-01,0,2.0,0.0,2025-06-01,0,0.04813886018502856,0
RS,LAJEADO DO BUGRE,2025-01-01,0,2.0,1.0,2025-07-01,0,0.04983564011338782,0
RS,LAJEADO DO BUGRE,2025-02-01,0,2.0,1.0,2025-08-01,0,0.04958551131378766,0
RS,LAJEADO DO BUGRE,2025-03-01,0,2.0,1.0,2025-09-01,0,0.04958551131378766,0
RS,LAJEADO DO BUGRE,2025-04-01,0,2.0,1.0,2025-10-01,0,0.04958551131378766,0
RS,LAJEADO DO BUGRE,2025-05-01,0,2.0,1.0,2025-11-01,0,0.04983564011338782,0
RS,LAJEADO DO BUGRE,2025-06-01,0,1.0,1.0,2025-12-01,0,0.14162003671011641,1
RS,LAVRAS DO SUL,2024-07-01,0,1.0,1.0,2025-01-01,0,0.09575541958015162,0
RS,LAVRAS DO SUL,2024-08-01,0,1.0,1.0,2025-02-01,0,0.09755849292348129,0
RS,LAVRAS DO SUL,2024-09-01,1,1.0,0.0,2025-03-01,0,0.14297780758763176,1
RS,LAVRAS DO SUL,2024-10-01,0,1.0,0.0,2025-04-01,0,0.13586258130994475,1
RS,LAVRAS DO SUL,2024-11-01,0,1.0,0.0,2025-05-01,0,0.1348598581905369,1
RS,LAVRAS DO SUL,2024-12-01,0,1.0,0.0,2025-06-01,0,0.13476580232782592,1
RS,LAVRAS DO SUL,2025-01-01,0,1.0,0.0,2025-07-01,0,0.12245832526158487,1
RS,LAVRAS DO SUL,2025-02-01,0,1.0,0.0,2025-08-01,0,0.12189045696616996,1
RS,LAVRAS DO SUL,2025-03-01,0,1.0,0.0,2025-09-01,0,0.11393169088764543,1
RS,LAVRAS DO SUL,2025-04-01,0,1.0,0.0,2025-10-01,0,0.07312766032513271,0
RS,LAVRAS DO SUL,2025-05-01,0,1.0,0.0,2025-11-01,0,0.07348736260685058,0
RS,LAVRAS DO SUL,2025-06-01,0,1.0,0.0,2025-12-01,0,0.07361010657081696,0
RS,LIBERATO SALZANO,2024-07-01,0,0.0,0.0,2025-01-01,0,0.23331054088227268,1
RS,LIBERATO SALZANO,2024-08-01,0,0.0,0.0,2025-02-01,0,0.2370248302240813,1
RS,LIBERATO SALZANO,2024-09-01,0,0.0,0.0,2025-03-01,0,0.2370248302240813,1
RS,LIBERATO SALZANO,2024-10-01,0,0.0,0.0,2025-04-01,0,0.2370248302240813,1
RS,LIBERATO SALZANO,2024-11-01,0,0.0,3.0,2025-05-01,1,0.2370248302240813,1
RS,LIBERATO SALZANO,2024-12-01,0,0.0,3.0,2025-06-01,1,0.23158439160260583,1
RS,LIBERATO SALZANO,2025-01-01,0,0.0,3.0,2025-07-01,1,0.21760470211070201,1
RS,LIBERATO SALZANO,2025-02-01,0,0.0,3.0,2025-08-01,1,0.21670457368681603,1
RS,LIBERATO SALZANO,2025-03-01,0,0.0,3.0,2025-09-01,1,0.21670457368681603,1
RS,LIBERATO SALZANO,2025-04-01,0,0.0,3.0,2025-10-01,1,0.21670457368681603,1
RS,LIBERATO SALZANO,2025-05-01,3,3.0,2.0,2025-11-01,0,0.055584503640411814,0
RS,LIBERATO SALZANO,2025-06-01,2,3.0,0.0,2025-12-01,0,0.07623829590640321,0
RS,LINDOLFO COLLOR,2024-07-01,1,1.0,1.0,2025-01-01,0,0.10078191163051917,0
RS,LINDOLFO COLLOR,2024-08-01,0,1.0,1.0,2025-02-01,0,0.09345368204291898,0
RS,LINDOLFO COLLOR,2024-09-01,0,1.0,1.0,2025-03-01,0,0.08183915008991959,0
RS,LINDOLFO COLLOR,2024-10-01,1,1.0,1.0,2025-04-01,0,0.15252515296024113,1
RS,LINDOLFO COLLOR,2024-11-01,0,1.0,1.0,2025-05-01,0,0.14325177926780805,1
RS,LINDOLFO COLLOR,2024-12-01,1,1.0,1.0,2025-06-01,0,0.19293706935048396,1
RS,LINDOLFO COLLOR,2025-01-01,0,1.0,1.0,2025-07-01,0,0.1961253553716541,1
RS,LINDOLFO COLLOR,2025-02-01,0,1.0,1.0,2025-08-01,0,0.1918395781306372,1
RS,LINDOLFO COLLOR,2025-03-01,0,1.0,1.0,2025-09-01,0,0.18556065265746494,1
RS,LINDOLFO COLLOR,2025-04-01,0,1.0,1.0,2025-10-01,0,0.18844060573420654,1
